id,topic,language,created_at,source,status,input_text,contains_code,tags,safety_flag,quality_score
725,food,fr,2025-05-18T11:07:41,synthetic,curated,Q725 (fr/food): prompt table response query index summarize benefit pipeline cost field impact impact risk.,0,"explanatory,factual,short",1,31.31
726,history,en,2025-08-28T10:01:41,import,rejected,Q726 (en/history): policy explain table response pipeline compose benefit table compare Include figure 466 and version 4.0..,0,"code,math,tabular",1,30.91
727,economics,en,2025-09-07T09:55:41,user,draft,Q727 (en/economics): prompt query compose dataset response evaluate design benefit pipeline strategy.,0,"code,long",0,34.97
728,art,en,2025-10-23T09:59:41,import,curated,Q728 (en/art): benefit embedding trend regulation trend field query compare prompt prompt explain outline.,0,explanatory,1,18.85
729,finance,en,2025-05-16T11:18:41,user,draft,Q729 (en/finance): compare compare prompt evaluate normalize embedding outline risk.,0,"creative,math",1,28.54
730,geography,fr,2025-09-18T09:20:41,user,curated,Q730 (fr/geography): table risk summarize dataset benefit classify compose token embedding response response Include figure 385 and version 4.2..,0,"explanatory,factual",1,43.67
731,travel,en,2025-06-02T09:41:41,synthetic,draft,Q731 (en/travel): prompt benefit response prompt response evaluate classify classify analyze token trend benefit Include figure 759 and version 2.7..,0,howto,0,44.82
732,science,en,2025-07-12T09:09:41,import,draft,Q732 (en/science): visualize predict policy normalize token evaluate compose summarize visualize regulation evaluate embedding.,0,"math,reasoning",1,30.57
733,science,en,2025-10-14T09:35:41,user,rejected,Q733 (en/science): index compare normalize classify classify predict explain index.,0,"code,factual",0,19.92
734,environment,fr,2025-07-25T10:46:41,user,draft,Q734 (fr/environment): policy normalize outline risk summarize trend field predict cost field response trend embedding.,0,"creative,math",1,33.8
735,environment,en,2025-06-04T09:23:41,user,rejected,Q735 (en/environment): risk prompt policy response format normalize token design compare response regulation design design Include figure 656 and version 4.0..,0,"factual,long,math",1,56.0
736,travel,en,2025-05-29T09:28:41,import,draft,Q736 (en/travel): embedding summarize benefit normalize summarize cost embedding risk regulation embedding explain predict visualize strategy.,0,long,1,42.97
737,science,it,2025-05-31T09:11:41,user,curated,Q737 (it/science): explain classify prompt outline cost normalize normalize format.,0,"factual,reasoning",0,18.45
738,education,en,2025-11-01T12:01:41,user,draft,Q738 (en/education): benefit policy summarize strategy prompt query pipeline cost compose trend benefit format Include figure 189 and version 2.9..,0,"factual,math,reasoning",1,48.36
739,art,en,2025-10-16T09:25:41,import,curated,Q739 (en/art): visualize token query design strategy response token normalize token impact regulation regulation query field Include figure 868 and version 4.8..,0,"explanatory,short",1,68.19
740,finance,it,2025-06-25T09:25:41,synthetic,draft,Q740 (it/finance): pipeline visualize field query dataset explain field impact impact compose regulation explain cost Include figure 825 and version 5.6..,0,"howto,math,reasoning",1,72.15
741,education,fr,2025-10-12T12:50:41,user,curated,Q741 (fr/education): pipeline policy query trend token explain outline outline design field visualize Include figure 794 and version 2.3..,0,"creative,factual,narrative",1,49.06
742,sports,en,2025-07-30T09:51:41,synthetic,draft,Q742 (en/sports): field response summarize trend analyze token explain risk regulation predict table Include figure 660 and version 2.7..,0,short,1,35.29
743,healthcare,en,2025-08-17T09:42:41,user,draft,Q743 (en/healthcare): table risk index table strategy normalize visualize table compare response token strategy compare Include figure 501 and version 4.9..,0,"math,short",1,55.87
744,food,it,2025-08-21T09:05:41,synthetic,draft,Q744 (it/food): normalize compose analyze strategy visualize table compare normalize.,0,"explanatory,long,short",0,29.84
745,education,en,2025-07-10T09:39:41,user,draft,Q745 (en/education): design outline token analyze design query regulation benefit compose compose field summarize Include figure 112 and version 3.6..,0,"factual,long,math",1,49.19
746,technology,fr,2025-09-06T10:21:41,import,curated,Q746 (fr/technology): dataset visualize visualize token compare query evaluate design response format impact format format.,0,howto,0,37.45
747,environment,en,2025-05-20T09:34:41,user,curated,Q747 (en/environment): predict benefit pipeline trend impact compose classify compose response trend.,0,factual,0,30.51
748,art,de,2025-08-17T10:03:41,synthetic,curated,Q748 (de/art): response cost outline analyze predict design field classify.,0,"factual,reasoning,summary",0,21.56
749,art,en,2025-10-26T09:40:41,synthetic,draft,Q749 (en/art): policy trend analyze cost prompt dataset analyze compose compare analyze.,0,"explanatory,reasoning",1,25.96
750,geography,fr,2025-11-03T09:42:41,import,curated,Q750 (fr/geography): cost risk impact analyze analyze strategy token pipeline.,0,"explanatory,long",1,29.11
751,science,de,2025-10-04T09:21:41,import,draft,Q751 (de/science): explain outline token format predict impact embedding embedding visualize field Example: for(i=0;i<n;i++){ compute(); }.,1,howto,0,60.97
752,finance,fr,2025-07-15T08:59:41,synthetic,draft,Q752 (fr/finance): dataset policy predict token table dataset risk policy explain predict design risk dataset compare.,0,"howto,summary,tabular",1,34.73
753,finance,fr,2025-11-09T09:24:41,user,curated,Q753 (fr/finance): index cost outline dataset format analyze analyze strategy visualize benefit.,0,"factual,summary",0,29.82
754,healthcare,fr,2025-06-27T13:03:41,user,curated,Q754 (fr/healthcare): token table summarize pipeline compare analyze cost pipeline cost outline cost impact dataset regulation.,0,creative,1,37.33
755,finance,fr,2025-09-11T10:07:41,synthetic,draft,Q755 (fr/finance): classify outline summarize impact compose field trend dataset strategy.,0,"howto,long",0,22.05
756,finance,es,2025-09-04T12:18:41,synthetic,draft,Q756 (es/finance): format trend token summarize outline visualize impact explain evaluate.,0,reasoning,0,28.65
757,travel,en,2025-09-25T09:56:41,user,draft,Q757 (en/travel): format token summarize analyze risk pipeline compare impact predict format risk trend field Include figure 328 and version 2.3..,0,short,1,41.85
758,finance,de,2025-07-29T10:22:41,user,curated,Q758 (de/finance): design trend response impact evaluate trend design summarize normalize compose query dataset.,0,summary,0,37.04
759,education,en,2025-09-01T09:34:41,import,draft,Q759 (en/education): policy compose visualize query normalize predict summarize query dataset cost compare benefit impact Include figure 518 and version 4.6..,0,long,1,54.44
760,healthcare,en,2025-08-14T11:01:41,import,rejected,Q760 (en/healthcare): query trend prompt embedding compose query cost normalize benefit compare Include figure 137 and version 1.0..,0,"narrative,reasoning",0,49.89
761,technology,en,2025-10-26T09:44:41,user,draft,Q761 (en/technology): risk strategy visualize normalize query dataset summarize format token visualize policy outline.,0,"explanatory,tabular",1,36.89
762,literature,en,2025-07-28T10:52:41,user,rejected,Q762 (en/literature): compare risk analyze regulation compare design explain evaluate visualize trend.,0,"explanatory,factual,long",1,27.43
763,entertainment,it,2025-07-11T10:03:41,user,rejected,Q763 (it/entertainment): regulation analyze compose table response classify benefit summarize token index predict design table.,0,"reasoning,summary",1,42.67
764,education,en,2025-06-24T10:16:41,user,draft,Q764 (en/education): benefit analyze regulation trend design dataset compare policy.,0,tabular,1,30.85
765,finance,it,2025-10-24T09:00:41,user,curated,Q765 (it/finance): table evaluate token trend trend analyze design trend compare token summarize regulation table embedding.,0,"code,explanatory",1,36.63
766,geography,en,2025-07-10T10:16:41,user,curated,Q766 (en/geography): strategy dataset benefit design token compose impact compose response response explain field Include figure 415 and version 5.2..,0,"long,short,summary",0,55.28
767,environment,en,2025-06-28T09:09:41,synthetic,curated,Q767 (en/environment): normalize impact regulation table strategy impact visualize classify summarize evaluate response benefit design Include figure 402 and version 2.0..,0,"code,creative,narrative",1,67.91
768,science,en,2025-07-23T09:18:41,synthetic,draft,Q768 (en/science): pipeline benefit impact risk prompt risk pipeline format prompt compose analyze pipeline explain Include figure 399 and version 4.5..,0,"creative,long,reasoning",1,52.74
769,food,en,2025-07-21T10:10:41,user,draft,Q769 (en/food): token token design trend evaluate outline prompt predict visualize predict visualize compose embedding.,0,"code,reasoning",0,31.48
770,geography,en,2025-07-08T09:29:41,synthetic,curated,Q770 (en/geography): embedding design design trend normalize index summarize policy token evaluate evaluate summarize.,0,"howto,narrative,summary",1,37.74
771,entertainment,fr,2025-11-04T09:45:41,user,curated,Q771 (fr/entertainment): evaluate regulation explain outline visualize risk explain response regulation normalize field predict dataset Include figure 955 and version 1.7..,0,"long,math,reasoning",1,58.44
772,economics,en,2025-11-04T10:42:41,user,curated,Q772 (en/economics): query prompt field evaluate response table predict benefit evaluate evaluate classify pipeline query.,0,reasoning,0,38.08
773,history,de,2025-08-02T10:34:41,import,draft,Q773 (de/history): strategy prompt explain trend query predict table compare cost Include figure 395 and version 3.1..,0,tabular,0,35.16
774,history,de,2025-06-20T09:10:41,user,curated,Q774 (de/history): normalize compare table dataset impact regulation analyze regulation compare.,0,code,1,21.5
775,literature,fr,2025-09-09T10:09:41,user,draft,Q775 (fr/literature): compare design normalize pipeline design policy trend summarize field risk compare strategy Include figure 680 and version 3.4..,0,explanatory,1,39.06
776,geography,fr,2025-10-10T10:02:41,user,draft,Q776 (fr/geography): strategy outline index benefit dataset response strategy format policy response trend benefit pipeline.,0,reasoning,1,34.06
777,geography,es,2025-07-06T10:30:41,user,curated,Q777 (es/geography): predict policy explain classify prompt cost outline analyze design.,0,reasoning,1,25.58
778,food,en,2025-10-02T09:31:41,user,curated,Q778 (en/food): risk query compare normalize benefit classify predict risk explain Include figure 626 and version 5.2..,0,"creative,reasoning",1,37.81
779,technology,de,2025-07-18T09:49:41,synthetic,draft,Q779 (de/technology): normalize embedding pipeline index dataset summarize dataset dataset evaluate field benefit normalize embedding.,0,narrative,0,28.66
780,finance,en,2025-11-04T09:37:41,user,curated,Q780 (en/finance): trend token compose design format embedding trend token benefit classify classify Include figure 625 and version 4.1..,0,"code,creative",0,45.66
781,art,es,2025-06-08T09:46:41,user,rejected,Q781 (es/art): index index strategy outline predict regulation predict table index Include figure 844 and version 1.2..,0,code,1,42.78
782,environment,es,2025-07-17T09:25:41,user,draft,Q782 (es/environment): impact table predict normalize regulation field dataset impact.,0,factual,1,26.43
783,geography,en,2025-06-22T09:08:41,user,rejected,Q783 (en/geography): index table impact analyze impact cost visualize query response dataset risk risk.,0,"explanatory,short",1,31.93
784,history,es,2025-06-16T09:17:41,synthetic,curated,Q784 (es/history): embedding analyze outline classify impact evaluate analyze impact.,0,howto,0,27.59
